image_path,wave_height,wind_speed,label
data/raw/images/train\calm\DSC_1623_FA_10_224x224_RBC_GN.JPG,0.2857142857142857,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224.JPG,0.9285714285714284,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224_GN.JPG,0.7142857142857143,0.8292682926829268,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224_HF.JPG,0.5714285714285715,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224_HF_RGS.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224_HF_RGS_GN.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224_MB.JPG,0.3571428571428571,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1100_224x224_MB_GN.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1110_224x224.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1110_224x224_HF.JPG,0.6428571428571429,0.7804878048780488,calm
data/raw/images/train\calm\DSC_1623_FA_1110_224x224_HF_HM.JPG,0.3571428571428571,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_1110_224x224_RBC.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1190_224x224.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1190_224x224_GN.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1623_FA_1190_224x224_HF.JPG,0.6428571428571429,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1190_224x224_HF_RGS.JPG,0.1428571428571428,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_1190_224x224_HF_RGS_GN.JPG,0.5000000000000001,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1190_224x224_RGS.JPG,0.2142857142857143,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_1210_224x224.JPG,0.3571428571428571,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_1210_224x224_HF.JPG,0.5714285714285715,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_1210_224x224_HF_GN.JPG,0.2857142857142857,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1210_224x224_HF_HM.JPG,0.4285714285714286,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_1210_224x224_RGS.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1230_224x224.JPG,0.5000000000000001,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1230_224x224_HF.JPG,0.2857142857142857,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_1230_224x224_HF_HM.JPG,0.5714285714285715,0.6829268292682927,calm
data/raw/images/train\calm\DSC_1623_FA_1230_224x224_HF_HM_GN.JPG,0.4285714285714286,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_1230_224x224_RGS.JPG,0.7857142857142857,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_1250_224x224.JPG,0.8571428571428572,0.926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1250_224x224_HF.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1250_224x224_HF_MB.JPG,0.5000000000000001,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_1250_224x224_RBC.JPG,0.7142857142857143,0.8536585365853658,calm
data/raw/images/train\calm\DSC_1623_FA_1250_224x224_RBC_GN.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1260_224x224.JPG,0.7142857142857143,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1623_FA_1260_224x224_HF.JPG,0.3571428571428571,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_1260_224x224_HF_GN.JPG,0.0714285714285714,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_1260_224x224_HF_HE.JPG,0.2857142857142857,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1260_224x224_MB.JPG,0.4285714285714286,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_1270_224x224.JPG,0.7857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_1270_224x224_HF.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1270_224x224_HF_MB.JPG,0.4285714285714286,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1270_224x224_MB.JPG,0.7857142857142857,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_1270_224x224_MB_GN.JPG,0.5714285714285715,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1280_224x224.JPG,0.2142857142857143,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_1280_224x224_HF.JPG,0.5000000000000001,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1623_FA_1280_224x224_HF_HM.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1280_224x224_RBC.JPG,0.3571428571428571,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_1280_224x224_RBC_GN.JPG,0.8571428571428572,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_1290_224x224.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1290_224x224_HF.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1623_FA_1290_224x224_HF_MB.JPG,0.2142857142857143,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_1290_224x224_RGS.JPG,0.7857142857142857,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_130_224x224.JPG,0.4285714285714286,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_130_224x224_GN.JPG,0.5000000000000001,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_130_224x224_HF.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1623_FA_130_224x224_HF_RGS.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_130_224x224_MB.JPG,0.3571428571428571,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_130_224x224_MB_GN.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1350_224x224.JPG,0.4285714285714286,0.6097560975609756,calm
data/raw/images/train\calm\DSC_1623_FA_1350_224x224_GN.JPG,0.5714285714285715,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1623_FA_1350_224x224_HF.JPG,0.3571428571428571,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1350_224x224_HF_GN.JPG,0.5000000000000001,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_1350_224x224_HF_HM.JPG,0.4285714285714286,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1350_224x224_RGS.JPG,0.2857142857142857,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_140_224x224.JPG,0.5000000000000001,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_140_224x224_HF.JPG,0.5000000000000001,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_140_224x224_HF_RGS.JPG,0.2857142857142857,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_140_224x224_HF_RGS_GN.JPG,0.4285714285714286,0.6097560975609756,calm
data/raw/images/train\calm\DSC_1623_FA_140_224x224_MB.JPG,0.4285714285714286,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_150_224x224.JPG,0.2857142857142857,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_150_224x224_HF.JPG,0.4285714285714286,0.6097560975609756,calm
data/raw/images/train\calm\DSC_1623_FA_150_224x224_HF_GN.JPG,0.5000000000000001,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_150_224x224_HF_SSR.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_150_224x224_HF_SSR_GN.JPG,0.2142857142857143,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_150_224x224_MB.JPG,0.3571428571428571,0.073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_1510_224x224.JPG,0.4285714285714286,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_1510_224x224_HF.JPG,0.7142857142857143,0.902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1510_224x224_HF_MB.JPG,0.3571428571428571,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_1510_224x224_MB.JPG,0.5000000000000001,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_1600_224x224.JPG,0.7857142857142857,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1623_FA_1600_224x224_HF.JPG,0.5714285714285715,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_1600_224x224_HF_HM.JPG,0.7142857142857143,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_1600_224x224_SSR.JPG,0.6428571428571429,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_1620_224x224.JPG,0.2857142857142857,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_1620_224x224_GN.JPG,0.2857142857142857,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_1620_224x224_HF.JPG,0.8571428571428572,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1623_FA_1620_224x224_HF_RGS.JPG,0.5000000000000001,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_1620_224x224_MB.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1640_224x224.JPG,0.2857142857142857,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_1640_224x224_HF.JPG,0.2857142857142857,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_1640_224x224_HF_GN.JPG,0.5000000000000001,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_1640_224x224_HF_SSR.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1640_224x224_MB.JPG,0.4285714285714286,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_1700_224x224.JPG,0.7142857142857143,0.7804878048780488,calm
data/raw/images/train\calm\DSC_1623_FA_1700_224x224_GN.JPG,0.4285714285714286,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_1700_224x224_HF.JPG,0.5000000000000001,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1700_224x224_HF_SSR.JPG,0.3571428571428571,0.073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_1700_224x224_SSR.JPG,0.5000000000000001,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_1740_224x224.JPG,0.4285714285714286,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_1740_224x224_GN.JPG,0.3571428571428571,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_1740_224x224_HF.JPG,0.5714285714285715,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1740_224x224_HF_MB.JPG,0.2857142857142857,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1740_224x224_RBC.JPG,0.5000000000000001,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1760_224x224.JPG,0.3571428571428571,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1623_FA_1760_224x224_HF.JPG,0.7857142857142857,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1760_224x224_HF_SSR.JPG,0.5000000000000001,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_1760_224x224_HF_SSR_GN.JPG,0.5000000000000001,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1623_FA_1760_224x224_MB.JPG,0.3571428571428571,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_1790_224x224.JPG,0.2142857142857143,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1790_224x224_HF.JPG,0.3571428571428571,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_1790_224x224_HF_RBC.JPG,0.4285714285714286,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_1790_224x224_HM.JPG,0.7857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_1790_224x224_HM_GN.JPG,0.4285714285714286,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1840_224x224.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1840_224x224_HF.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_1840_224x224_HF_MB.JPG,0.1428571428571428,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1840_224x224_MB.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1850_224x224.JPG,0.4285714285714286,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_1850_224x224_HF.JPG,1.0,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_1850_224x224_HF_GN.JPG,0.4285714285714286,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1850_224x224_HF_RGS.JPG,0.3571428571428571,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_1850_224x224_SSR.JPG,0.5000000000000001,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_1850_224x224_SSR_GN.JPG,0.2142857142857143,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1623_FA_1910_224x224.JPG,0.7142857142857143,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1623_FA_1910_224x224_HE.JPG,0.4285714285714286,0.5609756097560976,calm
data/raw/images/train\calm\DSC_1623_FA_1910_224x224_HE_GN.JPG,0.2142857142857143,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_1910_224x224_HF.JPG,0.3571428571428571,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1910_224x224_HF_RBC.JPG,0.9285714285714284,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_1910_224x224_HF_RBC_GN.JPG,0.2857142857142857,0.2682926829268293,calm
data/raw/images/train\calm\DSC_1623_FA_1950_224x224.JPG,0.4285714285714286,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1950_224x224_HE.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_1950_224x224_HF.JPG,0.2857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_1950_224x224_HF_GN.JPG,0.3571428571428571,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_1950_224x224_HF_HM.JPG,0.5000000000000001,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_1960_224x224.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_1960_224x224_HF.JPG,0.4285714285714286,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1960_224x224_HF_GN.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_1960_224x224_HF_SSR.JPG,0.5714285714285715,0.4878048780487805,calm
data/raw/images/train\calm\DSC_1623_FA_1960_224x224_RBC.JPG,0.5714285714285715,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1980_224x224.JPG,0.5000000000000001,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_1980_224x224_GN.JPG,0.3571428571428571,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_1980_224x224_HE.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1980_224x224_HE_GN.JPG,0.2857142857142857,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_1980_224x224_HF.JPG,0.4285714285714286,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_1980_224x224_HF_HM.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2040_224x224.JPG,0.3571428571428571,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_2040_224x224_HF.JPG,0.2857142857142857,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1623_FA_2040_224x224_HF_GN.JPG,0.3571428571428571,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_2040_224x224_HF_RGS.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_2040_224x224_HM.JPG,0.3571428571428571,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224_GN.JPG,0.2857142857142857,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224_HE.JPG,0.2857142857142857,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224_HF.JPG,0.2857142857142857,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224_HF_GN.JPG,0.5000000000000001,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224_HF_RBC.JPG,0.2142857142857143,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_2080_224x224_HF_RBC_GN.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2090_224x224.JPG,0.5000000000000001,0.4634146341463415,calm
data/raw/images/train\calm\DSC_1623_FA_2090_224x224_HF.JPG,0.3571428571428571,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_2090_224x224_HF_SSR.JPG,0.4285714285714286,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_2090_224x224_HF_SSR_GN.JPG,0.2857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_2090_224x224_RGS.JPG,0.5714285714285715,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1623_FA_210_224x224.JPG,0.7857142857142857,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_210_224x224_GN.JPG,0.5714285714285715,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_210_224x224_HF.JPG,0.2142857142857143,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_210_224x224_HF_HM.JPG,0.6428571428571429,0.6585365853658537,calm
data/raw/images/train\calm\DSC_1623_FA_210_224x224_HF_HM_GN.JPG,0.2142857142857143,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_210_224x224_MB.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_2120_224x224.JPG,0.5000000000000001,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_2120_224x224_HF.JPG,0.5000000000000001,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_2120_224x224_HF_RGS.JPG,0.4285714285714286,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1623_FA_2120_224x224_HM.JPG,0.4285714285714286,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_2150_224x224.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_2150_224x224_HF.JPG,0.5714285714285715,0.7317073170731707,calm
data/raw/images/train\calm\DSC_1623_FA_2150_224x224_HF_GN.JPG,0.3571428571428571,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_2150_224x224_HF_SSR.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_2150_224x224_RBC.JPG,0.5000000000000001,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_2240_224x224.JPG,0.5000000000000001,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_2240_224x224_GN.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2240_224x224_HE.JPG,0.8571428571428572,0.6097560975609756,calm
data/raw/images/train\calm\DSC_1623_FA_2240_224x224_HF.JPG,0.5000000000000001,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1623_FA_2240_224x224_HF_SSR.JPG,0.7142857142857143,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_2280_224x224.JPG,0.4285714285714286,0.3170731707317073,calm
data/raw/images/train\calm\DSC_1623_FA_2280_224x224_HE.JPG,0.6428571428571429,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_2280_224x224_HF.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_2280_224x224_HF_HM.JPG,0.5000000000000001,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2290_224x224.JPG,0.4285714285714286,0.1463414634146341,calm
data/raw/images/train\calm\DSC_1623_FA_2290_224x224_HF.JPG,0.7142857142857143,0.7073170731707317,calm
data/raw/images/train\calm\DSC_1623_FA_2290_224x224_HF_HE.JPG,0.5714285714285715,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2290_224x224_HM.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_2300_224x224.JPG,0.3571428571428571,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_2300_224x224_HE.JPG,0.5000000000000001,0.0975609756097561,calm
data/raw/images/train\calm\DSC_1623_FA_2300_224x224_HF.JPG,0.4285714285714286,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_2300_224x224_HF_RBC.JPG,0.2857142857142857,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_2300_224x224_HF_RBC_GN.JPG,0.5000000000000001,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_2320_224x224.JPG,0.7857142857142857,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_2320_224x224_HE.JPG,0.2857142857142857,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_2320_224x224_HF.JPG,0.5714285714285715,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_2320_224x224_HF_HM.JPG,0.9285714285714284,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2320_224x224_HF_HM_GN.JPG,0.3571428571428571,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_2330_224x224.JPG,0.5714285714285715,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_2330_224x224_GN.JPG,0.5000000000000001,0.1219512195121951,calm
data/raw/images/train\calm\DSC_1623_FA_2330_224x224_HF.JPG,0.3571428571428571,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_2330_224x224_HF_SSR.JPG,0.4285714285714286,0.2439024390243902,calm
data/raw/images/train\calm\DSC_1623_FA_2330_224x224_RBC.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2350_224x224.JPG,0.5000000000000001,0.1707317073170731,calm
data/raw/images/train\calm\DSC_1623_FA_2350_224x224_HF.JPG,0.7142857142857143,0.5121951219512195,calm
data/raw/images/train\calm\DSC_1623_FA_2350_224x224_HF_HE.JPG,0.9285714285714284,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2350_224x224_MB.JPG,0.3571428571428571,0.2195121951219512,calm
data/raw/images/train\calm\DSC_1623_FA_2440_224x224.JPG,0.4285714285714286,0.4390243902439024,calm
data/raw/images/train\calm\DSC_1623_FA_2440_224x224_HF.JPG,0.5000000000000001,0.3414634146341463,calm
data/raw/images/train\calm\DSC_1623_FA_2440_224x224_HF_RBC.JPG,0.5000000000000001,0.3902439024390244,calm
data/raw/images/train\calm\DSC_1623_FA_2440_224x224_SSR.JPG,0.7142857142857143,0.048780487804878,calm
data/raw/images/train\calm\DSC_1623_FA_2460_224x224.JPG,0.5000000000000001,0.6341463414634146,calm
data/raw/images/train\calm\DSC_1623_FA_2460_224x224_HF.JPG,0.7142857142857143,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_2460_224x224_HF_SSR.JPG,0.5714285714285715,0.6829268292682927,calm
data/raw/images/train\calm\DSC_1623_FA_2460_224x224_HM.JPG,0.2857142857142857,0.1951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_2480_224x224.JPG,0.3571428571428571,0.3658536585365853,calm
data/raw/images/train\calm\DSC_1623_FA_2480_224x224_HE.JPG,0.3571428571428571,0.2926829268292683,calm
data/raw/images/train\calm\DSC_1623_FA_2480_224x224_HE_GN.JPG,0.6428571428571429,0.5365853658536586,calm
data/raw/images/train\calm\DSC_1623_FA_2480_224x224_HF.JPG,0.5714285714285715,0.4146341463414634,calm
data/raw/images/train\calm\DSC_1623_FA_2480_224x224_HF_RBC.JPG,0.7857142857142857,0.951219512195122,calm
data/raw/images/train\calm\DSC_1623_FA_2530_224x224.JPG,0.5000000000000001,0.3170731707317073,calm
